Benchmark,InputData,ID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy
gaussian,matrix208,85,Fan1,622807017.54,1.54,5124,936129385.96,1.54,5472,0.31,26.41,0.03,30.76,0.24,0.00,0.26,6.44,6.44,9818713450.29,0.25,1.54,52.23,0.02,1.51,2.20,0.08,93.08,1,0.07,6.92,26.06,28.71,34.47,31.81,31.81,1.57,502,1.70,544,512,1,17,0,0,0,512,0.00,32,5,32,4,8.79,13.74,64,100
gaussian,matrix208,86,Fan2,809701492.54,7.89,10384,1210062966.42,7.89,8576,7.78,5369.90,2.11,6.31,0.16,0.08,0.16,4.08,4.08,65455223880.60,7.78,7.89,91.28,1.74,39.52,1.27,0.05,94.71,1,0.05,5.29,14.36,15.88,24.51,24.05,24.05,214.93,68778,219.00,70081,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.01,6.27,32,50
gaussian,matrix208,87,Fan1,632352941.18,1.52,5131,942922794.12,1.52,5440,0.31,25.79,0.03,31.36,0.24,0.00,0.26,6.59,6.59,9841176470.59,0.25,1.52,52.25,0.02,1.52,2.46,0.08,92.66,1,0.07,7.34,25.96,28.59,36.36,33.55,33.55,1.57,502,1.70,544,512,1,17,0,0,0,512,0.00,32,5,32,4,8.93,13.96,64,100
gaussian,matrix208,88,Fan2,800000000,7.93,10322,1193865740.74,7.93,8640,7.48,5423.60,2.12,7.30,0.16,0.08,0.16,4.04,4.04,64940740740.74,7.48,7.93,91.66,1.75,42.96,1.28,0.05,94.72,1,0.05,5.28,14.27,15.78,24.82,24.36,24.36,214.93,68778,218.99,70076,16,2704,16,0,0,0,43264,1.06,32,128,32,64,3.91,6.11,32,50
gaussian,matrix208,89,Fan1,617647058.82,1.53,5049,927726715.69,1.53,5440,0.31,25.15,0.03,32.01,0.25,0.00,0.27,6.76,6.76,9688235294.12,0.25,1.53,52.26,0.02,1.52,2.47,0.08,92.82,1,0.07,7.18,25.86,28.48,37.27,34.39,34.39,1.57,502,1.70,544,512,1,17,0,0,0,512,0.00,32,5,32,4,9.06,14.16,64,100
gaussian,matrix208,90,Fan2,802973977.70,7.64,10301,1195748141.26,7.64,8608,7.24,5377.94,2.14,7.28,0.16,0.08,0.16,4.10,4.10,62832713754.65,7.24,7.64,92.89,1.75,42.95,1.31,0.05,94.70,1,0.05,5.30,14.18,15.68,25.35,24.73,24.73,214.93,68778,220.30,70496,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.00,6.25,32,50
gaussian,matrix208,91,Fan1,628654970.76,1.50,5128,936982212.48,1.50,5472,0.31,24.95,0.03,32.11,0.22,0.00,0.24,6.09,6.09,9643274853.80,0.25,1.50,52.27,0.02,1.23,2.26,0.07,93.61,1,0.06,6.39,29.05,32,38.59,35.33,35.33,1.39,445,1.52,486,512,1,17,0,0,0,512,0.00,32,5,32,4,8.53,13.32,64,100
gaussian,matrix208,92,Fan2,800373134.33,7.83,10258,1194671175.37,7.83,8576,6.89,5391.35,2.11,7.25,0.16,0.08,0.16,4.00,4.00,64156716417.91,6.89,7.83,92.39,1.73,43.11,1.34,0.05,94.67,1,0.05,5.33,14.30,15.82,25.61,25.13,25.13,211.75,67760,215.82,69061,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.01,6.26,32,50
gaussian,matrix208,93,Fan1,622807017.54,1.48,5088,929580896.69,1.48,5472,0.31,24.24,0.03,32.90,0.23,0.00,0.25,6.27,6.27,9421052631.58,0.25,1.48,52.29,0.02,1.24,2.01,0.07,93.97,1,0.06,6.03,28.93,31.87,36.38,33.31,33.31,1.39,445,1.52,486,512,1,17,0,0,0,512,0.00,32,5,32,4,8.56,13.38,64,100
gaussian,matrix208,94,Fan2,795539033.46,7.54,10220,1186280204.46,7.54,8608,7.02,5296.74,2.09,6.04,0.16,0.08,0.16,4.03,4.03,61397769516.73,7.02,7.54,89.85,1.72,40.28,1.33,0.06,94.57,1,0.05,5.43,14.36,15.88,25.04,24.57,24.57,209.62,67080,213.69,68381,16,2704,16,0,0,0,43264,1.06,32,128,32,64,4.07,6.36,32,50
gaussian,matrix208,95,Fan1,632352941.18,1.48,5154,947273284.31,1.48,5440,0.30,25.16,0.03,31.54,0.22,0.00,0.24,6.04,6.04,9605882352.94,0.25,1.48,52.30,0.02,1.25,2.41,0.08,92.96,1,0.07,7.04,28.82,31.74,37.40,34.25,34.25,1.39,445,1.52,486,512,1,17,0,0,0,512,0.00,32,5,32,4,8.38,13.10,64,100
gaussian,matrix208,96,Fan2,809701492.54,7.29,10379,1209538246.27,7.29,8576,6.91,5309.76,2.06,7.06,0.16,0.08,0.16,4.02,4.02,60440298507.46,6.91,7.29,93.77,1.69,43.66,1.27,0.05,94.69,1,0.05,5.31,14.27,15.78,24.36,23.89,23.89,209.62,67080,213.68,68379,16,2704,16,0,0,0,43264,1.06,32,128,32,64,3.96,6.19,32,50
gaussian,matrix208,97,Fan1,635294117.65,1.47,5174,950827205.88,1.47,5440,0.30,24.19,0.03,32.66,0.23,0.00,0.25,6.28,6.28,9547058823.53,0.25,1.47,52.31,0.02,1.25,2.23,0.07,93.59,1,0.06,6.41,28.70,31.62,38.03,34.82,34.82,1.39,445,1.52,486,512,1,17,0,0,0,512,0.00,32,5,32,4,8.58,13.40,64,100
gaussian,matrix208,98,Fan2,799625468.16,7.39,10207,1193878745.32,7.39,8544,7.02,5333.19,2.09,6.94,0.16,0.08,0.16,4.01,4.01,60539325842.70,7.02,7.39,92.82,1.72,42.84,1.33,0.05,94.56,1,0.05,5.44,14.17,15.68,24.86,24.39,24.39,209.62,67080,213.68,68379,16,2704,16,0,0,0,43264,1.06,32,128,32,64,3.99,6.23,32,50
gaussian,matrix208,99,Fan1,629385964.91,1.46,5152,941276803.12,1.46,5472,0.30,25.07,0.03,31.36,0.22,0.00,0.24,6.06,6.06,9415204678.36,0.25,1.46,52.33,0.02,1.26,2.28,0.08,93.35,1,0.07,6.65,28.58,31.49,37.41,34.25,34.25,1.39,445,1.52,486,512,1,17,0,0,0,512,0.00,32,5,32,4,8.53,13.32,64,100
gaussian,matrix3,0,Fan2,684931506.85,0.07,4777,1022153253.42,0.14,4672,0.14,22.35,0.00,13.42,0.02,0.00,0.03,0.64,0.64,465753424.66,0.14,0.14,76.32,0.00,60,1.03,0.03,97.40,1,0.03,2.60,4.86,5.40,43.55,39.76,39.76,0.13,42,0.14,46,16,1,16,0,0,0,16,0.00,32,128,32,64,1,1.56,32,50
gaussian,matrix304,0,Fan2,805869074.49,11.28,17081,1203806903.69,18.92,14176,18.92,12817.55,3.53,10.02,0.19,0.14,0.19,4.70,4.70,93106094808.13,18.92,11.28,93.17,2.98,48.12,1.56,0.05,94.80,1,0.05,5.20,14.41,15.86,30.17,29.96,29.96,597.79,191292,601.86,192596,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.77,9.02,32,50
gaussian,matrix304,1,Fan1,736842105.26,2.63,5360,1101493969.30,2.63,4864,0.42,29.73,0.03,44.74,0.23,0.00,0.25,6.16,6.16,19861842105.26,0.32,2.63,51.26,0.03,1.47,2.80,0.09,93.33,1,0.07,6.67,28.08,30.65,44.71,41.97,41.97,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.64,16.62,64,100
gaussian,matrix304,2,Fan2,812500000.00,10.95,17081,1212275094.70,18.01,14080,18.01,13010.54,3.53,9.86,0.18,0.14,0.19,4.63,4.63,91095454545.45,18.01,10.95,92.72,2.98,47.29,1.50,0.05,94.93,1,0.05,5.07,14.36,15.79,29.78,29.58,29.58,597.79,191292,601.85,192592,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.75,8.99,32,50
gaussian,matrix304,3,Fan1,713375796.18,2.61,5360,1066480891.72,2.61,5024,0.42,27.95,0.03,47.45,0.25,0.00,0.26,6.55,6.55,19089171974.52,0.32,2.61,51.27,0.03,1.48,2.81,0.09,93.26,1,0.07,6.74,28.01,30.58,44.50,41.76,41.76,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.75,16.79,64,100
gaussian,matrix304,4,Fan2,825748847.93,11.30,17133,1232646889.40,20.01,13888,20.01,12974.65,3.49,9.93,0.18,0.14,0.18,4.60,4.60,95580645161.29,20.01,11.30,91.20,2.95,47.85,1.55,0.05,94.80,1,0.05,5.20,14.43,15.88,30.00,29.77,29.77,592.30,189535,596.99,191036,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.52,8.62,32,50
gaussian,matrix304,5,Fan1,754966887.42,2.56,5451,1127448951.43,2.56,4832,0.41,29.61,0.03,44.66,0.23,0.00,0.25,6.18,6.18,19781456953.64,0.32,2.56,51.27,0.03,1.48,2.90,0.09,93.27,1,0.07,6.73,27.95,30.51,46.00,43.18,43.18,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.46,16.35,64,100
gaussian,matrix304,6,Fan2,832563510.39,11.16,17280,1246114799.85,18.70,13856,18.70,12565.94,3.43,8.49,0.19,0.14,0.19,4.72,4.72,95182448036.95,18.70,11.16,89.41,2.90,45.76,1.50,0.05,94.86,1,0.05,5.14,14.47,15.92,29.28,29.08,29.08,588.31,188260,592.49,189597,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.76,9.00,32,50
gaussian,matrix304,7,Fan1,727272727.27,2.61,5375,1090435606.06,2.61,4928,0.42,28.94,0.03,45.57,0.24,0.00,0.25,6.33,6.33,19461038961.04,0.32,2.61,51.27,0.03,1.49,2.88,0.09,93.02,1,0.07,6.98,27.88,30.44,44.04,41.34,41.34,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.80,16.87,64,100
gaussian,matrix304,8,Fan2,810657596.37,11.35,17095,1210388322.00,17.41,14112,17.41,12623.31,3.48,10.04,0.19,0.14,0.19,4.71,4.71,94244897959.18,17.41,11.35,92.21,2.93,47.81,1.51,0.05,94.88,1,0.05,5.12,14.41,15.86,29.73,29.43,29.43,588.31,188260,594.32,190181,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.81,9.08,32,50
gaussian,matrix304,9,Fan1,748366013.07,2.54,5482,1119212962.96,2.54,4896,0.41,28.25,0.03,46.55,0.24,0.00,0.26,6.48,6.48,19444444444.44,0.32,2.54,51.28,0.03,1.49,2.92,0.09,92.90,1,0.07,7.10,27.82,30.37,43.81,41.12,41.12,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.69,16.70,64,100
gaussian,matrix304,10,Fan2,816820276.50,11.25,16962,1220178091.40,18.69,13888,18.69,12575.27,3.50,10.10,0.19,0.14,0.19,4.71,4.71,94069124423.96,18.69,11.25,93.49,2.95,48.18,1.56,0.05,94.71,1,0.05,5.29,14.35,15.79,29.63,29.43,29.43,588.31,188260,592.38,189560,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.32,8.32,32,50
gaussian,matrix304,11,Fan1,740131578.95,2.53,5394,1108689692.98,2.53,4864,0.41,28.50,0.03,46.01,0.24,0.00,0.26,6.43,6.43,19164473684.21,0.32,2.53,51.28,0.03,1.50,2.90,0.09,92.91,1,0.07,7.09,27.75,30.30,43.64,40.96,40.96,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.80,16.88,64,100
gaussian,matrix304,12,Fan2,820276497.70,11.23,17016,1224186347.93,20.13,13888,20.13,12856.84,3.45,9.74,0.18,0.14,0.18,4.57,4.57,94354838709.68,20.13,11.23,92.22,2.92,47.80,1.53,0.05,94.81,1,0.05,5.19,14.43,15.88,29.72,29.51,29.51,582.88,186520,586.99,187836,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.47,8.55,32,50
gaussian,matrix304,13,Fan1,720394736.84,2.62,5230,1074801260.96,2.62,4864,0.43,28.27,0.04,46.24,0.24,0.00,0.26,6.48,6.48,19335526315.79,0.33,2.62,51.29,0.03,1.50,2.78,0.09,92.96,1,0.07,7.04,27.69,30.23,42.08,39.49,39.49,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.81,16.89,64,100
gaussian,matrix304,14,Fan2,825872093.02,11.06,16974,1232388565.89,16.52,13760,16.52,12645.38,3.44,8.03,0.18,0.14,0.18,4.61,4.61,93511627906.98,16.52,11.06,89.20,2.90,45.45,1.50,0.05,94.86,1,0.05,5.14,14.46,15.92,29.30,29.09,29.09,578.94,185262,583.05,186576,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.29,8.26,32,50
gaussian,matrix304,15,Fan1,728758169.93,2.58,5317,1085477941.18,2.58,4896,0.42,29.02,0.03,44.92,0.24,0.00,0.25,6.31,6.31,19222222222.22,0.32,2.58,50.64,0.03,1.51,2.68,0.09,93.39,1,0.07,6.61,27.62,30.16,43.15,40.50,40.50,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.64,16.63,64,100
gaussian,matrix304,16,Fan2,832175925.93,10.98,17180,1241765528.55,16.60,13824,16.60,12523.98,3.40,9.79,0.18,0.13,0.19,4.66,4.66,93597222222.22,16.60,10.98,91.25,2.87,48.24,1.48,0.05,94.83,1,0.05,5.17,14.40,15.86,28.74,28.54,28.54,578.94,185262,583.01,186562,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.33,8.33,32,50
gaussian,matrix304,17,Fan1,700636942.68,2.60,5264,1047505307.86,2.60,5024,0.42,28.74,0.03,45.24,0.24,0.00,0.25,6.37,6.37,18643312101.91,0.33,2.60,51.29,0.03,1.51,2.94,0.09,92.96,1,0.07,7.04,27.56,30.09,44.47,41.74,41.74,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.85,16.95,64,100
gaussian,matrix304,18,Fan2,825287356.32,10.99,17141,1230052681.99,19.13,13920,19.13,12434.10,3.40,9.90,0.19,0.14,0.19,4.69,4.69,92859770114.94,19.13,10.99,92.88,2.87,47.38,1.51,0.05,94.78,1,0.05,5.22,14.35,15.79,29.15,28.94,28.94,578.94,185262,583.02,186567,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.49,8.58,32,50
gaussian,matrix304,19,Fan1,709134615.38,2.58,5315,1064503205.13,2.58,4992,0.42,28.91,0.03,44.83,0.24,0.00,0.25,6.33,6.33,18750000000,0.32,2.58,51.30,0.03,1.52,2.82,0.09,92.92,1,0.07,7.08,27.49,30.01,42.43,39.82,39.82,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.68,16.69,64,100
gaussian,matrix304,20,Fan2,824884792.63,10.93,17113,1231110791.09,18.92,13888,18.92,12388.86,3.38,9.99,0.19,0.13,0.19,4.66,4.66,92364055299.54,18.92,10.93,94.03,2.85,47.51,1.49,0.05,94.77,1,0.05,5.23,14.42,15.88,28.63,28.43,28.43,573.56,183539,577.63,184841,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.40,8.43,32,50
gaussian,matrix304,21,Fan1,736754966.89,2.56,5342,1105166942.60,2.56,4832,0.41,28.09,0.03,46.02,0.24,0.00,0.26,6.52,6.52,19278145695.36,0.32,2.56,51.30,0.03,1.52,2.72,0.09,93.25,1,0.07,6.75,27.43,29.94,42.97,40.33,40.33,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.78,16.84,64,100
gaussian,matrix304,22,Fan2,829360465.12,10.70,17093,1240964147.29,18.17,13760,18.17,12534.89,3.36,8.07,0.18,0.13,0.18,4.58,4.58,90879069767.44,18.17,10.70,90.56,2.83,44.42,1.55,0.05,94.92,1,0.05,5.08,14.46,15.92,30.77,30.55,30.55,569.68,182298,573.75,183599,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.27,8.24,32,50
gaussian,matrix304,23,Fan1,735099337.75,2.52,5312,1098578918.32,2.52,4832,0.42,28.26,0.03,45.60,0.24,0.00,0.26,6.48,6.48,18947019867.55,0.32,2.52,51.31,0.03,1.53,2.77,0.09,93.02,1,0.07,6.98,27.36,29.87,42.25,39.65,39.65,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.62,16.60,64,100
gaussian,matrix304,24,Fan2,825635103.93,10.99,17103,1233196208.62,17.55,13856,17.55,12431.19,3.36,9.71,0.18,0.13,0.18,4.62,4.62,92928406466.51,17.55,10.99,92.08,2.83,47.67,1.52,0.05,94.76,1,0.05,5.24,14.40,15.86,29.24,29.04,29.04,569.68,182298,573.74,183597,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.36,8.37,32,50
gaussian,matrix304,25,Fan1,691878980.89,2.62,5242,1042894108.28,2.62,5024,0.42,27.60,0.03,46.56,0.25,0.00,0.27,6.63,6.63,18541401273.89,0.32,2.62,51.31,0.03,1.53,2.59,0.08,93.57,1,0.06,6.43,27.29,29.80,42.96,40.32,40.32,1.72,550,1.83,586,512,1,17,0,0,0,512,0.00,32,5,32,4,10.84,16.93,64,100
gaussian,matrix304,26,Fan2,817840646.65,10.69,16943,1221769149.35,18.57,13856,18.57,12400.24,3.39,9.73,0.18,0.13,0.19,4.63,4.63,89528868360.28,18.57,10.69,92.39,2.86,47.30,1.47,0.05,94.96,1,0.05,5.04,14.34,15.79,29.30,29.10,29.10,569.68,182298,573.74,183597,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.19,8.12,32,50
gaussian,matrix304,27,Fan1,718548387.10,2.53,5293,1066801075.27,2.53,4960,0.41,28.29,0.03,45.29,0.23,0.00,0.24,6.04,6.04,18587096774.19,0.32,2.53,51.32,0.03,1.37,2.80,0.08,93.34,1,0.07,6.66,29.31,32,44.96,42,42,1.60,511,1.71,547,512,1,17,0,0,0,512,0.00,32,5,32,4,10.20,15.94,64,100
gaussian,matrix304,28,Fan2,827146171.69,10.88,17077,1237130220.42,15.05,13792,15.05,12343.09,3.34,9.73,0.18,0.13,0.18,4.61,4.61,92190255220.42,15.05,10.88,93.68,2.81,47.82,1.53,0.05,94.64,1,0.05,5.36,14.42,15.88,28.91,28.66,28.66,564.35,180592,569.27,182168,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.60,8.75,32,50
gaussian,matrix304,29,Fan1,693037974.68,2.54,5230,1034084915.61,2.54,5056,0.42,26.95,0.03,47.40,0.24,0.00,0.25,6.34,6.34,18044303797.47,0.32,2.54,51.32,0.02,1.37,2.59,0.08,93.50,1,0.06,6.50,29.24,31.92,42.59,39.79,39.79,1.60,511,1.71,547,512,1,17,0,0,0,512,0.00,32,5,32,4,10.29,16.07,64,100
gaussian,matrix304,30,Fan2,831395348.84,10.51,17074,1239825581.40,15.47,13760,15.47,12290.23,3.31,8.02,0.18,0.13,0.18,4.59,4.59,89451162790.70,15.47,10.51,91.27,2.79,44.24,1.46,0.05,94.85,1,0.05,5.15,14.46,15.92,28.61,28.41,28.41,560.52,179368,564.59,180668,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.27,8.23,32,50
gaussian,matrix304,31,Fan1,720394736.84,2.55,5238,1076548793.86,2.55,4864,0.42,27.80,0.03,45.82,0.23,0.00,0.25,6.15,6.15,18796052631.58,0.32,2.55,51.32,0.02,1.38,2.65,0.08,93.47,1,0.07,6.53,29.17,31.85,43.46,40.60,40.60,1.60,511,1.71,547,512,1,17,0,0,0,512,0.00,32,5,32,4,10.18,15.90,64,100
gaussian,matrix304,32,Fan2,803530751.71,10.70,16874,1200182706.91,18.70,14048,18.70,12254.61,3.35,9.50,0.18,0.13,0.18,4.61,4.61,88022779043.28,18.70,10.70,92.61,2.82,47.67,1.48,0.05,94.84,1,0.05,5.16,14.40,15.85,28.94,28.73,28.73,560.52,179368,564.59,180669,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.26,8.22,32,50
gaussian,matrix304,33,Fan1,727649006.62,2.53,5241,1084402593.82,2.53,4832,0.42,27,0.03,47.04,0.24,0.00,0.25,6.33,6.33,18880794701.99,0.32,2.53,51.33,0.03,1.38,2.73,0.08,93.60,1,0.06,6.40,29.10,31.77,45.75,42.74,42.74,1.60,511,1.71,547,512,1,17,0,0,0,512,0.00,32,5,32,4,10.34,16.15,64,100
gaussian,matrix304,34,Fan2,840326340.33,10.27,17233,1254370629.37,18.94,13728,18.94,12172.66,3.28,9.57,0.18,0.13,0.19,4.64,4.64,88410256410.26,18.94,10.27,92.86,2.76,48.24,1.48,0.05,94.78,1,0.05,5.22,14.34,15.79,28.51,28.31,28.31,560.52,179368,564.58,180667,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.28,8.24,32,50
gaussian,matrix304,35,Fan1,738410596.03,2.49,5314,1099337748.34,2.49,4832,0.41,28.02,0.03,45.18,0.23,0.00,0.24,6.10,6.10,18841059602.65,0.32,2.49,51.33,0.03,1.39,2.66,0.09,93.25,1,0.07,6.75,29.03,31.69,42.20,39.43,39.43,1.60,511,1.71,547,512,1,17,0,0,0,512,0.00,32,5,32,4,10.08,15.75,64,100
gaussian,matrix304,36,Fan2,824074074.07,10.43,17005,1228829089.51,17.09,13824,17.09,12234.75,3.29,9.52,0.18,0.13,0.18,4.57,4.57,88023148148.15,17.09,10.43,92.66,2.77,47.37,1.45,0.05,94.77,1,0.05,5.23,14.41,15.88,27.90,27.69,27.69,555.25,177679,559.31,178980,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.35,8.36,32,50
gaussian,matrix304,37,Fan1,711038961.04,2.53,5241,1063176406.93,2.53,4928,0.41,27.40,0.03,46.08,0.23,0.00,0.25,6.24,6.24,18409090909.09,0.32,2.53,51.34,0.03,1.39,2.85,0.09,93.07,1,0.07,6.93,28.95,31.62,43.98,41.09,41.09,1.60,511,1.71,547,512,1,17,0,0,0,512,0.00,32,5,32,4,10.34,16.16,64,100
gaussian,matrix304,38,Fan2,816820276.50,10.48,16962,1220310099.85,17.14,13888,17.14,12110.60,3.28,7.93,0.18,0.13,0.18,4.59,4.59,87622119815.67,17.14,10.48,92.47,2.76,46.39,1.44,0.05,94.77,1,0.05,5.23,14.45,15.92,27.67,27.46,27.46,551.48,176472,555.68,177818,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.25,8.20,32,50
gaussian,matrix304,39,Fan1,715231788.08,2.56,5176,1070743653.42,2.56,4832,0.42,27.19,0.03,46.30,0.23,0.00,0.25,6.29,6.29,18735099337.75,0.32,2.56,51.34,0.03,1.40,2.79,0.09,93.32,1,0.07,6.68,28.88,31.54,44.74,41.80,41.80,1.60,511,1.71,547,512,1,17,0,0,0,512,0.00,32,5,32,4,10.31,16.11,64,100
gaussian,matrix304,40,Fan2,810933940.77,10.43,17019,1210563781.32,18.66,14048,18.66,12133.51,3.27,9.38,0.18,0.13,0.18,4.58,4.58,86628701594.53,18.66,10.43,92.95,2.75,47.19,1.39,0.05,94.85,1,0.05,5.15,14.39,15.85,27.17,26.98,26.98,551.48,176472,555.53,177770,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.08,7.93,32,50
gaussian,matrix304,41,Fan1,708333333.33,2.48,5282,1057325053.42,2.48,4992,0.41,28.79,0.03,43.60,0.22,0.00,0.24,5.94,5.94,18019230769.23,0.32,2.48,51.35,0.03,1.40,2.75,0.09,93.22,1,0.07,6.78,28.81,31.47,43.43,40.58,40.58,1.60,511,1.71,547,512,1,17,0,0,0,512,0.00,32,5,32,4,9.80,15.31,64,100
gaussian,matrix304,42,Fan2,831395348.84,10.39,17111,1242453972.87,18.11,13760,18.11,12107.67,3.25,9.33,0.18,0.13,0.18,4.59,4.59,88483720930.23,18.11,10.39,94.83,2.73,48.66,1.46,0.05,94.80,1,0.05,5.20,14.33,15.79,28.25,28.05,28.05,551.48,176472,555.53,177770,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.10,7.96,32,50
gaussian,matrix304,43,Fan1,731788079.47,2.48,5281,1092611754.97,2.48,4832,0.41,27.66,0.03,45.23,0.23,0.00,0.25,6.18,6.18,18549668874.17,0.32,2.48,51.35,0.03,1.41,2.62,0.08,93.58,1,0.06,6.42,28.74,31.39,43.77,40.89,40.89,1.60,511,1.71,547,512,1,17,0,0,0,512,0.00,32,5,32,4,10.17,15.89,64,100
gaussian,matrix304,44,Fan2,824074074.07,10.44,17020,1230046778.55,18.14,13824,18.14,12231.64,3.24,9.07,0.18,0.13,0.18,4.50,4.50,88134259259.26,18.14,10.44,93.79,2.72,48.31,1.46,0.05,94.80,1,0.05,5.20,14.41,15.88,28.21,28.00,28.00,546.25,174800,550.31,176099,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.99,7.80,32,50
gaussian,matrix304,45,Fan1,739309210.53,2.40,5366,1102830317.98,2.40,4864,0.40,28.52,0.03,43.73,0.22,0.00,0.24,5.99,5.99,18203947368.42,0.31,2.40,51.36,0.03,1.41,2.83,0.09,93.05,1,0.07,6.95,28.67,31.31,43.60,40.73,40.73,1.60,511,1.71,547,512,1,17,0,0,0,512,0.00,32,5,32,4,10.12,15.81,64,100
gaussian,matrix304,46,Fan2,824418604.65,10.46,16955,1231201550.39,15.56,13760,15.56,12228.41,3.23,7.64,0.18,0.13,0.18,4.47,4.47,88279069767.44,15.56,10.46,89.41,2.71,44.26,1.45,0.05,94.74,1,0.05,5.26,14.45,15.92,27.73,27.52,27.52,542.53,173610,546.70,174945,16,5776,16,0,0,0,92416,2.26,32,128,32,64,4.93,7.70,32,50
gaussian,matrix304,47,Fan1,707236842.11,2.52,5122,1052802905.70,2.52,4864,0.42,28.36,0.03,43.85,0.23,0.00,0.24,6.03,6.03,18269736842.11,0.33,2.52,51.36,0.03,1.42,2.72,0.09,93.30,1,0.07,6.70,28.60,31.24,43.48,40.62,40.62,1.60,511,1.71,547,512,1,17,0,0,0,512,0.00,32,5,32,4,10.18,15.91,64,100
gaussian,matrix304,48,Fan2,827797202.80,10.34,16977,1235807595.18,17.49,13728,17.49,11907.90,3.22,9.33,0.18,0.13,0.18,4.59,4.59,87687645687.65,17.49,10.34,94.16,2.71,47.60,1.47,0.05,94.71,1,0.05,5.29,14.39,15.85,28.09,27.89,27.89,542.53,173610,546.60,174912,16,5776,16,0,0,0,92416,2.26,32,128,32,64,5.16,8.06,32,50
gaussian,matrix304,49,Fan1,691082802.55,2.51,5182,1030785562.63,2.51,5024,0.41,27.99,0.03,44.31,0.23,0.00,0.24,6.11,6.11,17751592356.69,0.32,2.51,51.37,0.03,1.42,2.91,0.09,93.19,1,0.07,6.81,28.53,31.16,45.68,42.67,42.67,1.60,511,1.71,547,512,1,17,0,0,0,512,0.00,32,5,32,4,10.09,15.76,64,100
